annee,pays_accueil,iso3_accueil,iso2_accueil,pays_origine,iso3_origine,dec_pos,dec_rej,dec_total,taux
2019,Spain,ESP,ES,Nigeria,NGA,35,97,132,26.52
2019,Spain,ESP,ES,South Africa,ZAF,0,5,5,0.0
2019,Spain,ESP,ES,Senegal,SEN,0,194,194,0.0
2019,Spain,ESP,ES,Sierra Leone,SLE,0,5,5,0.0
2019,Spain,ESP,ES,Somalia,SOM,0,10,78,0.0
2019,Spain,ESP,ES,Sudan,SDN,14,5,19,73.68
2019,Spain,ESP,ES,South Sudan,SSD,5,0,5,100.0
2019,Spain,ESP,ES,Tunisia,TUN,5,88,93,5.38
2019,Spain,ESP,ES,Uganda,UGA,0,5,5,0.0
2019,Spain,ESP,ES,Western Sahara,ESH,0,42,42,0.0
2019,Slovakia,SVK,SK,Algeria,DZA,0,0,5,0.0
2019,Slovakia,SVK,SK,Morocco,MAR,0,5,5,0.0
2019,Slovakia,SVK,SK,Sudan,SDN,0,0,5,0.0
2019,Slovenia,SVN,SI,Algeria,DZA,0,120,1054,0.0
2019,Slovenia,SVN,SI,Egypt,EGY,0,0,41,0.0
2019,Slovenia,SVN,SI,Dem. Rep. of the Congo,COD,0,5,5,0.0
2019,Slovenia,SVN,SI,Eritrea,ERI,0,11,11,0.0
2019,Slovenia,SVN,SI,Gambia,GMB,0,5,5,0.0
2019,Slovenia,SVN,SI,Libya,LBY,0,18,56,0.0
2019,Slovenia,SVN,SI,Morocco,MAR,0,53,702,0.0
2019,Slovenia,SVN,SI,Nigeria,NGA,0,12,12,0.0
2019,Slovenia,SVN,SI,Somalia,SOM,5,0,5,100.0
2019,Slovenia,SVN,SI,Tunisia,TUN,0,17,125,0.0
2019,Sweden,SWE,SE,Algeria,DZA,0,36,79,0.0
2019,Sweden,SWE,SE,Angola,AGO,0,5,31,0.0
2019,Sweden,SWE,SE,Egypt,EGY,23,274,355,6.48
2019,Sweden,SWE,SE,Burundi,BDI,45,44,104,43.27
2019,Sweden,SWE,SE,Benin,BEN,0,5,5,0.0
2019,Sweden,SWE,SE,Burkina Faso,BFA,0,5,5,0.0
2019,Sweden,SWE,SE,Chad,TCD,0,0,5,0.0
2019,Sweden,SWE,SE,Cameroon,CMR,25,62,113,22.12
2019,Sweden,SWE,SE,Congo,COG,0,0,15,0.0
2019,Sweden,SWE,SE,Dem. Rep. of the Congo,COD,5,26,46,10.87
2019,Sweden,SWE,SE,Djibouti,DJI,0,5,10,0.0
2019,Sweden,SWE,SE,Eritrea,ERI,549,83,823,66.71
2019,Sweden,SWE,SE,Ethiopia,ETH,43,194,295,14.58
2019,Sweden,SWE,SE,Gabon,GAB,0,0,5,0.0
2019,Sweden,SWE,SE,Gambia,GMB,10,49,141,7.09
2019,Sweden,SWE,SE,Ghana,GHA,0,21,50,0.0
2019,Sweden,SWE,SE,Guinea-Bissau,GNB,0,5,10,0.0
2019,Sweden,SWE,SE,Guinea,GIN,5,13,44,11.36
2019,Sweden,SWE,SE,Cote d'Ivoire,CIV,14,0,19,73.68
2019,Sweden,SWE,SE,Kenya,KEN,5,10,20,25.0
2019,Sweden,SWE,SE,Liberia,LBR,0,14,14,0.0
2019,Sweden,SWE,SE,Libya,LBY,0,35,85,0.0
2019,Sweden,SWE,SE,Mauritania,MRT,0,0,5,0.0
2019,Sweden,SWE,SE,Mali,MLI,0,5,10,0.0
2019,Sweden,SWE,SE,Morocco,MAR,10,114,300,3.33
2019,Sweden,SWE,SE,Mauritius,MUS,0,5,5,0.0
2019,Sweden,SWE,SE,Niger,NER,0,0,5,0.0
2019,Sweden,SWE,SE,Nigeria,NGA,37,163,343,10.79
2019,Sweden,SWE,SE,South Africa,ZAF,0,5,5,0.0
2019,Sweden,SWE,SE,Rwanda,RWA,10,28,38,26.32
2019,Sweden,SWE,SE,Senegal,SEN,0,5,25,0.0
2019,Sweden,SWE,SE,Sierra Leone,SLE,0,13,18,0.0
2019,Sweden,SWE,SE,Somalia,SOM,183,210,595,30.76
2019,Sweden,SWE,SE,Sudan,SDN,54,61,125,43.2
2019,Sweden,SWE,SE,United Rep. of Tanzania,TZA,10,29,49,20.41
2019,Sweden,SWE,SE,Tunisia,TUN,0,59,102,0.0
2019,Sweden,SWE,SE,Uganda,UGA,21,23,56,37.5
2019,Sweden,SWE,SE,Zambia,ZMB,0,0,5,0.0
2019,Sweden,SWE,SE,Zimbabwe,ZWE,0,5,10,0.0
2019,Switzerland,CHE,CH,Algeria,DZA,5,203,871,0.57
2019,Switzerland,CHE,CH,Angola,AGO,0,10,74,0.0
2019,Switzerland,CHE,CH,Egypt,EGY,5,10,40,12.5
2019,Switzerland,CHE,CH,Burundi,BDI,20,5,30,66.67
2019,Switzerland,CHE,CH,Benin,BEN,0,0,5,0.0
2019,Switzerland,CHE,CH,Burkina Faso,BFA,0,0,11,0.0
2019,Switzerland,CHE,CH,Central African Rep.,CAF,5,0,10,50.0
2019,Switzerland,CHE,CH,Chad,TCD,0,12,12,0.0
2019,Switzerland,CHE,CH,Cameroon,CMR,5,20,79,6.33
2019,Switzerland,CHE,CH,Congo,COG,0,5,5,0.0
2019,Switzerland,CHE,CH,Dem. Rep. of the Congo,COD,15,31,121,12.4
2019,Switzerland,CHE,CH,Djibouti,DJI,0,0,5,0.0
2019,Switzerland,CHE,CH,Eritrea,ERI,2797,567,4170,67.07
2019,Switzerland,CHE,CH,Ethiopia,ETH,58,168,387,14.99
2019,Switzerland,CHE,CH,Gabon,GAB,0,0,5,0.0
2019,Switzerland,CHE,CH,Gambia,GMB,0,10,123,0.0
2019,Switzerland,CHE,CH,Ghana,GHA,0,0,30,0.0
2019,Switzerland,CHE,CH,Guinea-Bissau,GNB,0,5,25,0.0
2019,Switzerland,CHE,CH,Guinea,GIN,0,42,163,0.0
2019,Switzerland,CHE,CH,Cote d'Ivoire,CIV,5,11,74,6.76
2019,Switzerland,CHE,CH,Kenya,KEN,0,0,5,0.0
2019,Switzerland,CHE,CH,Liberia,LBR,0,0,12,0.0
2019,Switzerland,CHE,CH,Libya,LBY,5,21,140,3.57
2019,Switzerland,CHE,CH,Mauritania,MRT,0,0,5,0.0
2019,Switzerland,CHE,CH,Mali,MLI,0,5,25,0.0
2019,Switzerland,CHE,CH,Morocco,MAR,5,61,395,1.27
2019,Switzerland,CHE,CH,Niger,NER,0,0,11,0.0
2019,Switzerland,CHE,CH,Nigeria,NGA,0,44,412,0.0
2019,Switzerland,CHE,CH,South Africa,ZAF,0,5,5,0.0
2019,Switzerland,CHE,CH,Rwanda,RWA,0,5,5,0.0
2019,Switzerland,CHE,CH,Senegal,SEN,0,5,38,0.0
2019,Switzerland,CHE,CH,Sierra Leone,SLE,0,5,16,0.0
2019,Switzerland,CHE,CH,Somalia,SOM,170,74,750,22.67
2019,Switzerland,CHE,CH,Sudan,SDN,25,12,69,36.23
2019,Switzerland,CHE,CH,South Sudan,SSD,0,0,5,0.0
2019,Switzerland,CHE,CH,United Rep. of Tanzania,TZA,0,5,5,0.0
2019,Switzerland,CHE,CH,Togo,TGO,13,5,28,46.43
2019,Switzerland,CHE,CH,Tunisia,TUN,0,39,160,0.0
2019,Switzerland,CHE,CH,Uganda,UGA,0,5,15,0.0
2019,Switzerland,CHE,CH,Western Sahara,ESH,0,0,5,0.0
2019,Switzerland,CHE,CH,Zimbabwe,ZWE,0,5,5,0.0
2020,Belgium,BEL,BE,Algeria,DZA,5,35,40,12.5
2020,Belgium,BEL,BE,Angola,AGO,10,45,55,18.18
2020,Belgium,BEL,BE,Egypt,EGY,0,35,35,0.0
2020,Belgium,BEL,BE,Burundi,BDI,325,30,355,91.55
2020,Belgium,BEL,BE,Benin,BEN,0,25,25,0.0
2020,Belgium,BEL,BE,Burkina Faso,BFA,0,10,10,0.0
2020,Belgium,BEL,BE,Central African Rep.,CAF,5,5,10,50.0
2020,Belgium,BEL,BE,Chad,TCD,10,10,20,50.0
2020,Belgium,BEL,BE,Cameroon,CMR,55,180,255,21.57
2020,Belgium,BEL,BE,Congo,COG,0,10,10,0.0
2020,Belgium,BEL,BE,Dem. Rep. of the Congo,COD,45,255,305,14.75
2020,Belgium,BEL,BE,Djibouti,DJI,25,35,60,41.67
2020,Belgium,BEL,BE,Eritrea,ERI,610,145,755,80.79
2020,Belgium,BEL,BE,Ethiopia,ETH,5,25,30,16.67
2020,Belgium,BEL,BE,Gabon,GAB,0,5,5,0.0
2020,Belgium,BEL,BE,Gambia,GMB,10,35,45,22.22
2020,Belgium,BEL,BE,Ghana,GHA,0,15,15,0.0
2020,Belgium,BEL,BE,Guinea-Bissau,GNB,0,5,5,0.0
2020,Belgium,BEL,BE,Guinea,GIN,180,670,855,21.05
2020,Belgium,BEL,BE,Cote d'Ivoire,CIV,25,60,85,29.41
2020,Belgium,BEL,BE,Kenya,KEN,0,5,5,0.0
2020,Belgium,BEL,BE,Liberia,LBR,0,15,15,0.0
2020,Belgium,BEL,BE,Libya,LBY,0,15,45,0.0
2020,Belgium,BEL,BE,Mauritania,MRT,10,55,65,15.38
2020,Belgium,BEL,BE,Mali,MLI,5,30,35,14.29
2020,Belgium,BEL,BE,Morocco,MAR,10,65,75,13.33
2020,Belgium,BEL,BE,Niger,NER,5,60,65,7.69
2020,Belgium,BEL,BE,Nigeria,NGA,0,40,40,0.0
2020,Belgium,BEL,BE,Rwanda,RWA,60,190,250,24.0
2020,Belgium,BEL,BE,Senegal,SEN,25,90,115,21.74
2020,Belgium,BEL,BE,Sierra Leone,SLE,0,20,20,0.0
2020,Belgium,BEL,BE,Somalia,SOM,270,270,620,43.55
2020,Belgium,BEL,BE,Sudan,SDN,35,50,85,41.18
2020,Belgium,BEL,BE,South Sudan,SSD,5,5,10,50.0
2020,Belgium,BEL,BE,United Rep. of Tanzania,TZA,0,15,15,0.0
2020,Belgium,BEL,BE,Togo,TGO,10,45,55,18.18
2020,Belgium,BEL,BE,Tunisia,TUN,0,20,20,0.0
2020,Belgium,BEL,BE,Uganda,UGA,0,10,10,0.0
2020,Cyprus,CYP,CY,Egypt,EGY,5,103,241,2.07
2020,Cyprus,CYP,CY,Cameroon,CMR,12,52,91,13.19
2020,Cyprus,CYP,CY,Congo,COG,0,5,5,0.0
2020,Cyprus,CYP,CY,Dem. Rep. of the Congo,COD,0,21,26,0.0
2020,Cyprus,CYP,CY,Ethiopia,ETH,0,0,5,0.0
2020,Cyprus,CYP,CY,Gambia,GMB,0,5,5,0.0
2020,Cyprus,CYP,CY,Guinea,GIN,0,5,10,0.0
2020,Cyprus,CYP,CY,Morocco,MAR,0,5,5,0.0
2020,Cyprus,CYP,CY,Nigeria,NGA,0,49,75,0.0
2020,Cyprus,CYP,CY,Sierra Leone,SLE,0,5,5,0.0
2020,Cyprus,CYP,CY,Somalia,SOM,26,5,165,15.76
2020,Czechia,CZE,CZ,Algeria,DZA,0,5,10,0.0
2020,Czechia,CZE,CZ,Egypt,EGY,0,5,5,0.0
2020,Czechia,CZE,CZ,Cameroon,CMR,0,0,5,0.0
2020,Czechia,CZE,CZ,Eritrea,ERI,0,0,5,0.0
2020,Czechia,CZE,CZ,Ethiopia,ETH,0,0,5,0.0
2020,Czechia,CZE,CZ,Ghana,GHA,0,5,5,0.0
2020,Czechia,CZE,CZ,Libya,LBY,0,0,10,0.0
2020,Czechia,CZE,CZ,Morocco,MAR,0,0,5,0.0
2020,Czechia,CZE,CZ,Nigeria,NGA,0,12,22,0.0
2020,Czechia,CZE,CZ,Tunisia,TUN,0,5,10,0.0
2020,Denmark,DNK,DK,Algeria,DZA,0,5,5,0.0
2020,Denmark,DNK,DK,Egypt,EGY,0,5,5,0.0
2020,Denmark,DNK,DK,Cameroon,CMR,0,5,5,0.0
2020,Denmark,DNK,DK,Dem. Rep. of the Congo,COD,0,5,5,0.0
2020,Denmark,DNK,DK,Eritrea,ERI,45,5,89,50.56
2020,Denmark,DNK,DK,Ethiopia,ETH,0,5,5,0.0
2020,Denmark,DNK,DK,Ghana,GHA,0,5,5,0.0
2020,Denmark,DNK,DK,Kenya,KEN,0,5,5,0.0
2020,Denmark,DNK,DK,Morocco,MAR,0,16,16,0.0
2020,Denmark,DNK,DK,Nigeria,NGA,0,5,5,0.0
2020,Denmark,DNK,DK,Somalia,SOM,16,66,87,18.39
2020,Denmark,DNK,DK,Sudan,SDN,0,5,5,0.0
2020,Denmark,DNK,DK,Tunisia,TUN,0,5,5,0.0
2020,Denmark,DNK,DK,Uganda,UGA,0,5,5,0.0
2020,Estonia,EST,EE,Eritrea,ERI,0,0,5,0.0
2020,Finland,FIN,FI,Algeria,DZA,0,0,5,0.0
2020,Finland,FIN,FI,Angola,AGO,0,5,16,0.0
2020,Finland,FIN,FI,Egypt,EGY,13,5,18,72.22
2020,Finland,FIN,FI,Cameroon,CMR,13,16,49,26.53
2020,Finland,FIN,FI,Congo,COG,0,0,5,0.0
2020,Finland,FIN,FI,Dem. Rep. of the Congo,COD,5,11,21,23.81
2020,Finland,FIN,FI,Eritrea,ERI,5,0,5,100.0
2020,Finland,FIN,FI,Ethiopia,ETH,14,0,14,100.0
2020,Finland,FIN,FI,Gambia,GMB,0,5,18,0.0
2020,Finland,FIN,FI,Ghana,GHA,0,12,12,0.0
2020,Finland,FIN,FI,Guinea,GIN,5,0,5,100.0
2020,Finland,FIN,FI,Cote d'Ivoire,CIV,0,5,5,0.0
2020,Finland,FIN,FI,Kenya,KEN,5,0,5,100.0
2020,Finland,FIN,FI,Liberia,LBR,0,0,5,0.0
2020,Finland,FIN,FI,Libya,LBY,0,0,5,0.0
2020,Finland,FIN,FI,Morocco,MAR,0,11,16,0.0
2020,Finland,FIN,FI,Nigeria,NGA,5,38,82,6.1
2020,Finland,FIN,FI,South Africa,ZAF,0,0,5,0.0
2020,Finland,FIN,FI,Rwanda,RWA,11,0,11,100.0
2020,Finland,FIN,FI,Senegal,SEN,0,0,5,0.0
2020,Finland,FIN,FI,Sierra Leone,SLE,0,0,5,0.0
2020,Finland,FIN,FI,Somalia,SOM,138,33,212,65.09
2020,Finland,FIN,FI,Sudan,SDN,11,0,11,100.0
2020,Finland,FIN,FI,Tunisia,TUN,0,0,5,0.0
2020,France,FRA,FR,Algeria,DZA,101,1836,2086,4.84
2020,France,FRA,FR,Angola,AGO,64,1092,1187,5.39
2020,France,FRA,FR,Egypt,EGY,29,221,263,11.03
2020,France,FRA,FR,Burundi,BDI,190,234,424,44.81
2020,France,FRA,FR,Benin,BEN,20,76,106,18.87
2020,France,FRA,FR,Burkina Faso,BFA,37,126,173,21.39
2020,France,FRA,FR,Central African Rep.,CAF,151,235,435,34.71
2020,France,FRA,FR,Chad,TCD,69,364,458,15.07
2020,France,FRA,FR,Cameroon,CMR,176,699,942,18.68
2020,France,FRA,FR,Congo,COG,85,600,729,11.66
2020,France,FRA,FR,Dem. Rep. of the Congo,COD,635,2291,3029,20.96
2020,France,FRA,FR,Comoros,COM,89,945,1086,8.2
2020,France,FRA,FR,Djibouti,DJI,5,39,44,11.36
2020,France,FRA,FR,Equatorial Guinea,GNQ,5,10,15,33.33
2020,France,FRA,FR,Eritrea,ERI,854,262,1126,75.84
2020,France,FRA,FR,Ethiopia,ETH,144,236,390,36.92
2020,France,FRA,FR,Gabon,GAB,16,121,167,9.58
2020,France,FRA,FR,Gambia,GMB,24,155,184,13.04
2020,France,FRA,FR,Ghana,GHA,5,53,58,8.62
2020,France,FRA,FR,Guinea-Bissau,GNB,5,51,61,8.2
2020,France,FRA,FR,Guinea,GIN,1295,4598,6029,21.48
2020,France,FRA,FR,Cote d'Ivoire,CIV,932,3765,4887,19.07
2020,France,FRA,FR,Kenya,KEN,0,22,22,0.0
2020,France,FRA,FR,Liberia,LBR,5,26,31,16.13
2020,France,FRA,FR,Libya,LBY,65,172,319,20.38
2020,France,FRA,FR,Madagascar,MDG,5,60,80,6.25
2020,France,FRA,FR,Mauritania,MRT,162,938,1118,14.49
2020,France,FRA,FR,Mali,MLI,309,1878,2301,13.43
2020,France,FRA,FR,Morocco,MAR,86,440,573,15.01
2020,France,FRA,FR,Mauritius,MUS,5,0,5,100.0
2020,France,FRA,FR,Niger,NER,5,52,57,8.77
2020,France,FRA,FR,Nigeria,NGA,106,2814,2962,3.58
2020,France,FRA,FR,South Africa,ZAF,11,10,21,52.38
2020,France,FRA,FR,Rwanda,RWA,120,135,260,46.15
2020,France,FRA,FR,Senegal,SEN,212,1453,1701,12.46
2020,France,FRA,FR,Sierra Leone,SLE,31,114,145,21.38
2020,France,FRA,FR,Somalia,SOM,203,1080,1543,13.16
2020,France,FRA,FR,Sudan,SDN,944,737,1761,53.61
2020,France,FRA,FR,Togo,TGO,25,87,112,22.32
2020,France,FRA,FR,Tunisia,TUN,25,308,353,7.08
2020,France,FRA,FR,Uganda,UGA,10,14,24,41.67
2020,France,FRA,FR,Western Sahara,ESH,23,195,223,10.31
2020,Greece,GRC,EL,Algeria,DZA,13,319,482,2.7
2020,Greece,GRC,EL,Angola,AGO,5,19,29,17.24
2020,Greece,GRC,EL,Egypt,EGY,43,617,884,4.86
2020,Greece,GRC,EL,Burundi,BDI,27,5,37,72.97
2020,Greece,GRC,EL,Benin,BEN,0,5,5,0.0
2020,Greece,GRC,EL,Burkina Faso,BFA,5,12,33,15.15
2020,Greece,GRC,EL,Central African Rep.,CAF,5,0,5,100.0
2020,Greece,GRC,EL,Chad,TCD,0,5,5,0.0
2020,Greece,GRC,EL,Cameroon,CMR,226,315,688,32.85
2020,Greece,GRC,EL,Congo,COG,19,45,83,22.89
2020,Greece,GRC,EL,Dem. Rep. of the Congo,COD,562,1413,2436,23.07
2020,Greece,GRC,EL,Djibouti,DJI,10,0,10,100.0
2020,Greece,GRC,EL,Eritrea,ERI,205,24,253,81.03
2020,Greece,GRC,EL,Ethiopia,ETH,57,30,100,57.0
2020,Greece,GRC,EL,Gabon,GAB,0,5,5,0.0
2020,Greece,GRC,EL,Gambia,GMB,25,170,212,11.79
2020,Greece,GRC,EL,Ghana,GHA,17,116,167,10.18
2020,Greece,GRC,EL,Guinea,GIN,45,74,136,33.09
2020,Greece,GRC,EL,Cote d'Ivoire,CIV,12,17,34,35.29
2020,Greece,GRC,EL,Kenya,KEN,0,5,10,0.0
2020,Greece,GRC,EL,Liberia,LBR,0,0,5,0.0
2020,Greece,GRC,EL,Libya,LBY,10,17,45,22.22
2020,Greece,GRC,EL,Mauritania,MRT,10,5,15,66.67
2020,Greece,GRC,EL,Mali,MLI,12,28,67,17.91
2020,Greece,GRC,EL,Morocco,MAR,21,214,299,7.02
2020,Greece,GRC,EL,Niger,NER,5,12,17,29.41
2020,Greece,GRC,EL,Nigeria,NGA,27,73,147,18.37
2020,Greece,GRC,EL,Rwanda,RWA,0,5,5,0.0
2020,Greece,GRC,EL,Senegal,SEN,5,58,81,6.17
2020,Greece,GRC,EL,Sierra Leone,SLE,64,57,138,46.38
2020,Greece,GRC,EL,Somalia,SOM,1222,131,2364,51.69
2020,Greece,GRC,EL,Sudan,SDN,44,35,100,44.0
2020,Greece,GRC,EL,South Sudan,SSD,12,5,29,41.38
2020,Greece,GRC,EL,United Rep. of Tanzania,TZA,0,5,10,0.0
2020,Greece,GRC,EL,Togo,TGO,24,51,95,25.26
2020,Greece,GRC,EL,Tunisia,TUN,0,25,39,0.0
2020,Greece,GRC,EL,Uganda,UGA,19,12,31,61.29
2020,Greece,GRC,EL,Western Sahara,ESH,0,5,5,0.0
2020,Croatia,HRV,HR,Algeria,DZA,0,15,20,0.0
2020,Croatia,HRV,HR,Egypt,EGY,0,0,13,0.0
2020,Croatia,HRV,HR,Dem. Rep. of the Congo,COD,5,0,5,100.0
2020,Croatia,HRV,HR,Eritrea,ERI,0,0,5,0.0
2020,Croatia,HRV,HR,Libya,LBY,0,0,5,0.0
2020,Croatia,HRV,HR,Morocco,MAR,0,38,48,0.0
2020,Croatia,HRV,HR,Nigeria,NGA,0,5,5,0.0
2020,Croatia,HRV,HR,Sierra Leone,SLE,0,5,5,0.0
2020,Croatia,HRV,HR,Tunisia,TUN,0,12,12,0.0
2020,Hungary,HUN,HU,Burundi,BDI,0,5,5,0.0
2020,Hungary,HUN,HU,Nigeria,NGA,0,5,5,0.0
2020,Hungary,HUN,HU,Tunisia,TUN,0,5,5,0.0
2020,Ireland,IRL,IE,Algeria,DZA,5,60,70,7.14
2020,Ireland,IRL,IE,Angola,AGO,0,5,5,0.0
2020,Ireland,IRL,IE,Egypt,EGY,12,5,17,70.59
2020,Ireland,IRL,IE,Botswana,BWA,0,10,10,0.0
2020,Ireland,IRL,IE,Cameroon,CMR,13,5,23,56.52
2020,Ireland,IRL,IE,Dem. Rep. of the Congo,COD,14,37,56,25.0
2020,Ireland,IRL,IE,Eritrea,ERI,11,0,16,68.75
2020,Ireland,IRL,IE,Ethiopia,ETH,5,5,10,50.0
2020,Ireland,IRL,IE,Gambia,GMB,0,5,5,0.0
2020,Ireland,IRL,IE,Ghana,GHA,5,14,19,26.32
2020,Ireland,IRL,IE,Kenya,KEN,5,0,5,100.0
2020,Ireland,IRL,IE,Libya,LBY,11,0,11,100.0
2020,Ireland,IRL,IE,Malawi,MWI,10,32,42,23.81
2020,Ireland,IRL,IE,Morocco,MAR,0,16,26,0.0
2020,Ireland,IRL,IE,Mauritius,MUS,0,5,10,0.0
2020,Ireland,IRL,IE,Nigeria,NGA,15,137,177,8.47
2020,Ireland,IRL,IE,South Africa,ZAF,12,143,183,6.56
2020,Ireland,IRL,IE,Sierra Leone,SLE,5,11,16,31.25
2020,Ireland,IRL,IE,Somalia,SOM,36,0,66,54.55
2020,Ireland,IRL,IE,Sudan,SDN,17,0,22,77.27
2020,Ireland,IRL,IE,Eswatini,SWZ,5,5,10,50.0
2020,Ireland,IRL,IE,United Rep. of Tanzania,TZA,0,5,5,0.0
2020,Ireland,IRL,IE,Togo,TGO,0,5,5,0.0
2020,Ireland,IRL,IE,Uganda,UGA,0,5,5,0.0
2020,Ireland,IRL,IE,Zambia,ZMB,0,5,5,0.0
2020,Ireland,IRL,IE,Zimbabwe,ZWE,66,167,233,28.33
2020,Italy,ITA,IT,Algeria,DZA,11,105,121,9.09
2020,Italy,ITA,IT,Angola,AGO,0,10,10,0.0
2020,Italy,ITA,IT,Egypt,EGY,33,524,586,5.63
2020,Italy,ITA,IT,Benin,BEN,0,41,46,0.0
2020,Italy,ITA,IT,Burkina Faso,BFA,11,89,177,6.21
2020,Italy,ITA,IT,Central African Rep.,CAF,0,5,10,0.0
2020,Italy,ITA,IT,Chad,TCD,0,16,21,0.0
2020,Italy,ITA,IT,Cameroon,CMR,56,272,377,14.85
2020,Italy,ITA,IT,Congo,COG,5,5,22,22.73
2020,Italy,ITA,IT,Dem. Rep. of the Congo,COD,14,31,65,21.54
2020,Italy,ITA,IT,Comoros,COM,0,5,5,0.0
2020,Italy,ITA,IT,Eritrea,ERI,74,78,198,37.37
2020,Italy,ITA,IT,Ethiopia,ETH,10,109,135,7.41
2020,Italy,ITA,IT,Gabon,GAB,0,5,5,0.0
2020,Italy,ITA,IT,Gambia,GMB,47,926,1079,4.36
2020,Italy,ITA,IT,Ghana,GHA,37,752,873,4.24
2020,Italy,ITA,IT,Guinea-Bissau,GNB,5,122,139,3.6
2020,Italy,ITA,IT,Guinea,GIN,43,700,806,5.33
2020,Italy,ITA,IT,Cote d'Ivoire,CIV,142,1025,1328,10.69
2020,Italy,ITA,IT,Kenya,KEN,13,0,13,100.0
2020,Italy,ITA,IT,Liberia,LBR,0,39,65,0.0
2020,Italy,ITA,IT,Libya,LBY,33,34,173,19.08
2020,Italy,ITA,IT,Mauritania,MRT,5,5,15,33.33
2020,Italy,ITA,IT,Mali,MLI,53,590,991,5.35
2020,Italy,ITA,IT,Morocco,MAR,89,969,1129,7.88
2020,Italy,ITA,IT,Mauritius,MUS,0,5,5,0.0
2020,Italy,ITA,IT,Niger,NER,10,32,58,17.24
2020,Italy,ITA,IT,Nigeria,NGA,1317,4573,6515,20.21
2020,Italy,ITA,IT,Rwanda,RWA,5,0,5,100.0
2020,Italy,ITA,IT,Senegal,SEN,68,1487,1676,4.06
2020,Italy,ITA,IT,Sierra Leone,SLE,10,100,122,8.2
2020,Italy,ITA,IT,Somalia,SOM,130,93,474,27.43
2020,Italy,ITA,IT,Sudan,SDN,31,90,147,21.09
2020,Italy,ITA,IT,South Sudan,SSD,0,0,5,0.0
2020,Italy,ITA,IT,United Rep. of Tanzania,TZA,5,0,5,100.0
2020,Italy,ITA,IT,Togo,TGO,10,93,140,7.14
2020,Italy,ITA,IT,Tunisia,TUN,34,837,882,3.85
2020,Italy,ITA,IT,Uganda,UGA,0,5,5,0.0
2020,Italy,ITA,IT,Zimbabwe,ZWE,5,0,5,100.0
2020,Luxembourg,LUX,LU,Algeria,DZA,0,5,20,0.0
2020,Luxembourg,LUX,LU,Egypt,EGY,0,0,5,0.0
2020,Luxembourg,LUX,LU,Benin,BEN,0,5,5,0.0
2020,Luxembourg,LUX,LU,Chad,TCD,0,5,5,0.0
2020,Luxembourg,LUX,LU,Cameroon,CMR,5,21,26,19.23
2020,Luxembourg,LUX,LU,Dem. Rep. of the Congo,COD,0,0,10,0.0
2020,Luxembourg,LUX,LU,Eritrea,ERI,421,0,426,98.83
2020,Luxembourg,LUX,LU,Ethiopia,ETH,13,5,18,72.22
2020,Luxembourg,LUX,LU,Guinea,GIN,0,5,23,0.0
2020,Luxembourg,LUX,LU,Cote d'Ivoire,CIV,0,5,10,0.0
2020,Luxembourg,LUX,LU,Libya,LBY,0,15,15,0.0
2020,Luxembourg,LUX,LU,Mauritania,MRT,0,0,5,0.0
2020,Luxembourg,LUX,LU,Morocco,MAR,0,0,19,0.0
2020,Luxembourg,LUX,LU,Nigeria,NGA,0,11,16,0.0
2020,Luxembourg,LUX,LU,Rwanda,RWA,0,5,5,0.0
2020,Luxembourg,LUX,LU,Senegal,SEN,0,10,10,0.0
2020,Luxembourg,LUX,LU,Somalia,SOM,5,11,16,31.25
2020,Luxembourg,LUX,LU,Sudan,SDN,21,12,38,55.26
2020,Luxembourg,LUX,LU,Togo,TGO,0,0,5,0.0
2020,Luxembourg,LUX,LU,Tunisia,TUN,0,0,14,0.0
2020,Luxembourg,LUX,LU,Zambia,ZMB,0,5,5,0.0
2020,Latvia,LVA,LV,Egypt,EGY,0,0,5,0.0
2020,Malta,MLT,MT,Algeria,DZA,0,0,11,0.0
2020,Malta,MLT,MT,Egypt,EGY,0,10,21,0.0
2020,Malta,MLT,MT,Burkina Faso,BFA,0,0,5,0.0
2020,Malta,MLT,MT,Chad,TCD,0,5,16,0.0
2020,Malta,MLT,MT,Cameroon,CMR,0,5,10,0.0
2020,Malta,MLT,MT,Eritrea,ERI,0,0,70,0.0
2020,Malta,MLT,MT,Ethiopia,ETH,0,0,14,0.0
2020,Malta,MLT,MT,Gambia,GMB,0,5,105,0.0
2020,Malta,MLT,MT,Ghana,GHA,0,38,72,0.0
2020,Malta,MLT,MT,Guinea-Bissau,GNB,0,0,5,0.0
2020,Malta,MLT,MT,Guinea,GIN,0,5,45,0.0
2020,Malta,MLT,MT,Cote d'Ivoire,CIV,0,14,88,0.0
2020,Malta,MLT,MT,Libya,LBY,0,0,121,0.0
2020,Malta,MLT,MT,Mali,MLI,0,10,46,0.0
2020,Malta,MLT,MT,Morocco,MAR,0,72,103,0.0
2020,Malta,MLT,MT,Niger,NER,0,5,5,0.0
2020,Malta,MLT,MT,Nigeria,NGA,0,24,126,0.0
2020,Malta,MLT,MT,Senegal,SEN,0,5,41,0.0
2020,Malta,MLT,MT,Sierra Leone,SLE,0,0,5,0.0
2020,Malta,MLT,MT,Somalia,SOM,0,0,139,0.0
2020,Malta,MLT,MT,Sudan,SDN,18,19,247,7.29
2020,Malta,MLT,MT,South Sudan,SSD,0,0,5,0.0
